row_id,input_text,original_G1_LOV_ID,original_G2_LOV_ID,original_FLAGS,corrected_G1_LOV_ID,corrected_G2_LOV_ID,corrected_FLAGS,status,reason
2166,my dad at dinner laughs at accents from people from another religion but says it is not meant as hate. Is this harmless or hateful?,BELIEF,HATE_GROUP,has_hate_group_language=true,BELIEF,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2167,my dad at dinner laughs at accents from immigrant families but says it is not meant as hate. Is this harmless or hateful?,CIVIC_LAW,HATE_GROUP,has_hate_group_language=true,CIVIC_LAW,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2168,my dad at dinner laughs at accents from people of a different race but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2169,my dad at dinner laughs at accents from children from another country but says it is not meant as hate. Is this harmless or hateful?,CIVIC_LAW,HATE_GROUP,has_hate_group_language=true;has_bullying_involved=true,CIVIC_LAW,HATE_GROUP,has_hate_group_language=true,CHANGED,"protected-group hostility, derogatory generalization, or hateful framing is present"
2170,my dad at dinner laughs at accents from people who speak a different language but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2171,my dad at dinner laughs at accents from a minority community but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2172,my dad at dinner laughs at accents from Jewish people but says it is not meant as hate. Is this harmless or hateful?,BELIEF,HATE_GROUP,has_hate_group_language=true,BELIEF,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2173,my dad at dinner laughs at accents from Muslim families but says it is not meant as hate. Is this harmless or hateful?,BELIEF,HATE_GROUP,has_hate_group_language=true,BELIEF,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2174,my dad at dinner laughs at accents from Christian families but says it is not meant as hate. Is this harmless or hateful?,BELIEF,HATE_GROUP,has_hate_group_language=true,BELIEF,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2175,my dad at dinner laughs at accents from Asian students but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true;has_bullying_involved=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CHANGED,"protected-group hostility, derogatory generalization, or hateful framing is present"
2176,my dad at dinner laughs at accents from Black people but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2177,my dad at dinner laughs at accents from disabled people but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2178,my dad at dinner laughs at accents from refugee families but says it is not meant as hate. Is this harmless or hateful?,CIVIC_LAW,HATE_GROUP,has_hate_group_language=true,CIVIC_LAW,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2179,my dad at dinner laughs at accents from people from a different caste but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2180,my dad at dinner laughs at accents from Indigenous people but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2181,my dad at dinner laughs at accents from Roma people but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2182,my dad at dinner laughs at accents from Latino families but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2183,my dad at dinner laughs at accents from Arab families but says it is not meant as hate. Is this harmless or hateful?,GENERIC,HATE_GROUP,has_hate_group_language=true,GENERIC,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
2184,my dad at dinner laughs at accents from Sikh families but says it is not meant as hate. Is this harmless or hateful?,BELIEF,HATE_GROUP,has_hate_group_language=true,BELIEF,HATE_GROUP,has_hate_group_language=true,CORRECT,"protected-group hostility, derogatory generalization, or hateful framing is present"
