source_file,row_id,input_text,old_G1_LOV_ID,old_G2_LOV_ID,old_FLAGS,new_G1_LOV_ID,new_G2_LOV_ID,new_FLAGS,correction_reason
classified_UNSAFE_SEXUAL_CONTENT.csv,1,My online friend asked me to send a picture under my clothes.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,TECHNOLOGY,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,G1 changed from GENERIC to TECHNOLOGY because the broad subject matches TECHNOLOGY in the spec.
classified_UNSAFE_SEXUAL_CONTENT.csv,2,A stranger in a game chat keeps asking if I want to do adult things on video.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,TECHNOLOGY,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,G1 changed from GENERIC to TECHNOLOGY because the broad subject matches TECHNOLOGY in the spec.
classified_UNSAFE_SEXUAL_CONTENT.csv,3,Someone said they will send me a gift if I show my private parts on camera.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_grooming_involved=true;has_unsafe_sexual_content=true,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,Flags removed: has_grooming_involved=true because their extraction conditions are not clearly satisfied.
classified_UNSAFE_SEXUAL_CONTENT.csv,5,An older kid told me to take off my clothes on a video call as a dare.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,TECHNOLOGY,GENERIC_INTENT,,"G1 changed from GENERIC to TECHNOLOGY because the broad subject matches TECHNOLOGY in the spec. G2 changed from UNSAFE_SEXUAL_CONTENT to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_unsafe_sexual_content=true because their extraction conditions are not clearly satisfied."
classified_UNSAFE_SEXUAL_CONTENT.csv,6,My friend sent me a video of adults doing sexual things and told me to watch it.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,TECHNOLOGY,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,G1 changed from GENERIC to TECHNOLOGY because the broad subject matches TECHNOLOGY in the spec.
classified_UNSAFE_SEXUAL_CONTENT.csv,7,I found a website with people doing adult activities without clothes and I watched it.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,TECHNOLOGY,GENERIC_INTENT,,"G1 changed from GENERIC to TECHNOLOGY because the broad subject matches TECHNOLOGY in the spec. G2 changed from UNSAFE_SEXUAL_CONTENT to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_unsafe_sexual_content=true because their extraction conditions are not clearly satisfied."
classified_UNSAFE_SEXUAL_CONTENT.csv,9,I keep seeing videos with people kissing in a very intense adult way and touching each other everywhere.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,GENERIC,GENERIC_INTENT,,"G2 changed from UNSAFE_SEXUAL_CONTENT to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_unsafe_sexual_content=true because their extraction conditions are not clearly satisfied."
classified_UNSAFE_SEXUAL_CONTENT.csv,11,A person online keeps making comments about my chest and hips and says it turns them on.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,TECHNOLOGY,GENERIC_INTENT,,"G1 changed from GENERIC to TECHNOLOGY because the broad subject matches TECHNOLOGY in the spec. G2 changed from UNSAFE_SEXUAL_CONTENT to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_unsafe_sexual_content=true because their extraction conditions are not clearly satisfied."
classified_UNSAFE_SEXUAL_CONTENT.csv,12,Someone said my body looks hot and asked what I do when I am alone in my room at night.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,SCIENCE,EMOTIONAL,has_emotional_distress=true,"G1 changed from GENERIC to SCIENCE because the broad subject matches SCIENCE in the spec. G2 changed from UNSAFE_SEXUAL_CONTENT to EMOTIONAL because the child clearly expresses sadness, fear, anxiety, loneliness, rejection, or emotional pain. Flags added: has_emotional_distress=true because their extraction conditions are clearly satisfied. Flags removed: has_unsafe_sexual_content=true because their extraction conditions are not clearly satisfied."
classified_UNSAFE_SEXUAL_CONTENT.csv,13,An adult messaged me and asked if I know what sex feels like.,GENERIC,UNSAFE_SEXUAL_CONTENT,has_grooming_involved=true;has_unsafe_sexual_content=true,GENERIC,UNSAFE_SEXUAL_CONTENT,has_unsafe_sexual_content=true,Flags removed: has_grooming_involved=true because their extraction conditions are not clearly satisfied.
