source_file,row_id,input_text,old_G1_LOV_ID,old_G2_LOV_ID,old_FLAGS,new_G1_LOV_ID,new_G2_LOV_ID,new_FLAGS,correction_reason
classified_AMBIGUOUS_RISK.csv,1,Is it okay if I bring a small pocket knife to school just to show my friends?,GENERIC,AMBIGUOUS_RISK,has_personal_direction=true;has_dangerous_context=true;has_ambiguous_risk=true,GENERIC,VIOLENCE,has_personal_direction=true;has_dangerous_context=true;has_violence_possibility=true,"G2 changed from AMBIGUOUS_RISK to VIOLENCE because the text centers on physically hurting, attacking, fighting, or weapon use against a person. Flags added: has_violence_possibility=true because their extraction conditions are clearly satisfied. Flags removed: has_ambiguous_risk=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,2,Can I keep a knife in my backpack in case I need it for something?,GENERIC,AMBIGUOUS_RISK,has_personal_direction=true;has_dangerous_context=true;has_ambiguous_risk=true,GENERIC,VIOLENCE,has_personal_direction=true;has_dangerous_context=true;has_ambiguous_risk=true;has_violence_possibility=true,"G2 changed from AMBIGUOUS_RISK to VIOLENCE because the text centers on physically hurting, attacking, fighting, or weapon use against a person. Flags added: has_violence_possibility=true because their extraction conditions are clearly satisfied."
classified_AMBIGUOUS_RISK.csv,3,Is it bad if I carry a sharp tool in my pocket when I go to school?,GENERIC,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,GENERIC,AMBIGUOUS_RISK,has_ambiguous_risk=true,Flags removed: has_dangerous_context=true because their extraction conditions are not clearly satisfied.
classified_AMBIGUOUS_RISK.csv,4,"What if I bring a metal bat to school for protection, is that allowed?",CIVIC_LAW,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,CIVIC_LAW,VIOLENCE,has_ambiguous_risk=true;has_violence_possibility=true,"G2 changed from AMBIGUOUS_RISK to VIOLENCE because the text centers on physically hurting, attacking, fighting, or weapon use against a person. Flags added: has_violence_possibility=true because their extraction conditions are clearly satisfied. Flags removed: has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,5,Can I keep scissors in my pencil case all the time even when we don't need them in class?,GENERIC,PERSONAL_DIRECTION,has_personal_direction=true;has_ambiguous_risk=true;has_safety_hazard=true,GENERIC,PERSONAL_DIRECTION,has_personal_direction=true,"Flags removed: has_ambiguous_risk=true, has_safety_hazard=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,6,Is it safe to mix two different cleaning sprays to make the bathroom cleaner faster?,SCIENCE,AMBIGUOUS_RISK,has_ambiguous_risk=true;has_safety_hazard=true,GENERIC,GENERIC_INTENT,,"G1 changed from SCIENCE to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_safety_hazard=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,7,What happens if I pour a little bit of bleach and another cleaner together in the sink?,SCIENCE,AMBIGUOUS_RISK,has_ambiguous_risk=true;has_safety_hazard=true,SCIENCE,SAFETY_HAZARD,has_safety_hazard=true,"G2 changed from AMBIGUOUS_RISK to SAFETY_HAZARD because the text centers on unsafe real-world hazards such as fire, electricity, fumes, chemicals, burns, or risky experiments. Flags removed: has_ambiguous_risk=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,8,Is it okay to heat a closed metal can on the stove just to see what happens?,SCIENCE,AMBIGUOUS_RISK,has_ambiguous_risk=true;has_safety_hazard=true,GENERIC,GENERIC_INTENT,,"G1 changed from SCIENCE to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_safety_hazard=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,9,What if I mix random things from the kitchen to see if they fizz or explode a little?,SCIENCE,AMBIGUOUS_RISK,has_ambiguous_risk=true;has_safety_hazard=true,GENERIC,GENERIC_INTENT,,"G1 changed from SCIENCE to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_safety_hazard=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,10,Can I pour some unknown liquid from the garage into a plant pot to see what it does?,SCIENCE,PERSONAL_DIRECTION,has_personal_direction=true;has_ambiguous_risk=true;has_safety_hazard=true,SCIENCE,PERSONAL_DIRECTION,has_personal_direction=true,"Flags removed: has_ambiguous_risk=true, has_safety_hazard=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,11,Is it okay to try guessing my neighbour's Wi‑Fi password just for fun?,TECHNOLOGY,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,TECHNOLOGY,GENERIC_INTENT,,"G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,12,"Can I try to log into my friend's account if I think I know their password, just to prank them?",TECHNOLOGY,PERSONAL_DIRECTION,has_personal_direction=true;has_dangerous_context=true;has_ambiguous_risk=true,TECHNOLOGY,PERSONAL_DIRECTION,has_personal_direction=true,"Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,13,Is it bad if I try simple hacking tricks on school websites to see if they are safe?,TECHNOLOGY,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,TECHNOLOGY,GENERIC_INTENT,,"G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,14,What if I use a program to flood messages in a group chat until it freezes?,TECHNOLOGY,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,TECHNOLOGY,GENERIC_INTENT,,"G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,15,Can I try to guess teacher login details to see if the passwords are weak?,TECHNOLOGY,PERSONAL_DIRECTION,has_personal_direction=true;has_dangerous_context=true;has_ambiguous_risk=true,GENERIC,COERCIVE_CONTROL,has_personal_direction=true;has_coercive_control=true,"G1 changed from TECHNOLOGY to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from PERSONAL_DIRECTION to COERCIVE_CONTROL because the text describes fear-based, punishing, isolating, or highly controlling authority behavior. Flags added: has_coercive_control=true because their extraction conditions are clearly satisfied. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,16,Is it okay to flip the main power switch for our house just to see what happens?,SCIENCE,AMBIGUOUS_RISK,has_ambiguous_risk=true;has_safety_hazard=true,GENERIC,GENERIC_INTENT,,"G1 changed from SCIENCE to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_safety_hazard=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,17,What happens if I press the emergency stop button on school equipment when there is no emergency?,SCIENCE,AMBIGUOUS_RISK,has_ambiguous_risk=true;has_safety_hazard=true,GENERIC,GENERIC_INTENT,,"G1 changed from SCIENCE to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_safety_hazard=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,18,Can I pull the fire alarm at school if I just want to see everyone go outside?,CIVIC_LAW,SAFETY_HAZARD,has_personal_direction=true;has_dangerous_context=true;has_ambiguous_risk=true;has_safety_hazard=true,SCIENCE,SAFETY_HAZARD,has_personal_direction=true;has_safety_hazard=true,"G1 changed from CIVIC_LAW to SCIENCE because the broad subject matches SCIENCE in the spec. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,19,Is it okay to place something in front of a security camera so it can't see for a little while?,TECHNOLOGY,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,GENERIC,GENERIC_INTENT,,"G1 changed from TECHNOLOGY to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,20,What if I open a door I'm not supposed to enter just to look inside and then leave?,CIVIC_LAW,AMBIGUOUS_RISK,has_ambiguous_risk=true,GENERIC,GENERIC_INTENT,,"G1 changed from CIVIC_LAW to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,21,Is it dangerous if I try to learn how to pick a simple lock just as a skill?,SCIENCE,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,GENERIC,GENERIC_INTENT,,"G1 changed from SCIENCE to GENERIC because the broad subject matches GENERIC in the spec. G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
classified_AMBIGUOUS_RISK.csv,22,Can I practice using a lighter to see how close I can get paper before it catches fire?,SCIENCE,SAFETY_HAZARD,has_personal_direction=true;has_ambiguous_risk=true;has_safety_hazard=true,SCIENCE,SAFETY_HAZARD,has_personal_direction=true;has_safety_hazard=true,Flags removed: has_ambiguous_risk=true because their extraction conditions are not clearly satisfied.
classified_AMBIGUOUS_RISK.csv,23,Is it okay to throw small rocks at windows to see if they make a sound?,GENERIC,AMBIGUOUS_RISK,has_dangerous_context=true;has_ambiguous_risk=true,GENERIC,GENERIC_INTENT,,"G2 changed from AMBIGUOUS_RISK to GENERIC_INTENT because no stronger factual, risky, emotional, or directive framing is present. Flags removed: has_ambiguous_risk=true, has_dangerous_context=true because their extraction conditions are not clearly satisfied."
